"","Gen","variable","value","FracOfAll"
"8218",91,"206",0,0
"8228",101,"206",0,0
"8238",111,"206",0,0
"8248",121,"206",0,0
"8258",131,"206",0,0
"8268",141,"206",0,0
"8278",151,"206",0,0
"8288",161,"206",0,0
"8298",171,"206",0,0
"8308",181,"206",0,0
"8318",191,"206",0,0
"8328",201,"206",0,0
"8338",211,"206",0,0
"8348",221,"206",0,0
"8358",231,"206",0,0
"8368",241,"206",0,0
"8378",251,"206",0,0
"8388",261,"206",0,0
"8398",271,"206",0,0
"8408",281,"206",0,0
"8418",291,"206",0,0
"8427",300,"206",0,0
"8429",1,"21",0,0
"8439",11,"21",0,0
"8449",21,"21",0,0
"8459",31,"21",0,0
"8469",41,"21",0,0
"8479",51,"21",0,0
"8489",61,"21",0,0
"8499",71,"21",0,0
"8509",81,"21",0,0
"8519",91,"21",0,0
"8529",101,"21",0,0
"8539",111,"21",0,0
"8549",121,"21",0,0
"8559",131,"21",0,0
"8569",141,"21",0,0
"8579",151,"21",0,0
"8589",161,"21",0,0
"8599",171,"21",0,0
"8609",181,"21",0,0
"8619",191,"21",0,0
"8629",201,"21",0,0
"8639",211,"21",0,0
"8649",221,"21",0,0
"8659",231,"21",0,0
"8669",241,"21",0,0
"8679",251,"21",0,0
"8689",261,"21",0,0
"8699",271,"21",0,0
"8709",281,"21",0,0
"8719",291,"21",0,0
"8728",300,"21",0,0
"8730",1,"216",0,0
"8740",11,"216",0,0
"8750",21,"216",0,0
"8760",31,"216",1,0.000546448087431694
"8770",41,"216",0,0
"8780",51,"216",0,0
"8790",61,"216",0,0
"8800",71,"216",0,0
"8810",81,"216",0,0
"8820",91,"216",0,0
"8830",101,"216",0,0
"8840",111,"216",0,0
"8850",121,"216",0,0
"8860",131,"216",0,0
"8870",141,"216",0,0
"8880",151,"216",0,0
"8890",161,"216",0,0
"8900",171,"216",0,0
"8910",181,"216",0,0
"8920",191,"216",0,0
"8930",201,"216",0,0
"8940",211,"216",0,0
"8950",221,"216",0,0
"8960",231,"216",0,0
"8970",241,"216",0,0
"8980",251,"216",0,0
"8990",261,"216",0,0
"9000",271,"216",0,0
"9010",281,"216",0,0
"9020",291,"216",0,0
"9029",300,"216",0,0
"9031",1,"23",0,0
"9041",11,"23",0,0
"9051",21,"23",0,0
"9061",31,"23",0,0
"9071",41,"23",0,0
"9081",51,"23",15,0.00806885422270038
"9091",61,"23",7,0.00397501419647927
"9101",71,"23",10,0.00592417061611374
"9111",81,"23",0,0
"9121",91,"23",0,0
"9131",101,"23",0,0
"9141",111,"23",0,0
"9151",121,"23",0,0
"9161",131,"23",0,0
"9171",141,"23",0,0
"9181",151,"23",0,0
"9191",161,"23",0,0
"9201",171,"23",0,0
"9211",181,"23",0,0
"9221",191,"23",0,0
"9231",201,"23",0,0
"9241",211,"23",0,0
"9251",221,"23",0,0
"9261",231,"23",0,0
"9271",241,"23",0,0
"9281",251,"23",0,0
"9291",261,"23",0,0
"9301",271,"23",0,0
"9311",281,"23",0,0
"9321",291,"23",0,0
"9330",300,"23",0,0
"9332",1,"243",0,0
"9342",11,"243",0,0
"9352",21,"243",0,0
"9362",31,"243",0,0
"9372",41,"243",0,0
"9382",51,"243",0,0
"9392",61,"243",0,0
"9402",71,"243",0,0
"9412",81,"243",0,0
"9422",91,"243",0,0
"9432",101,"243",0,0
"9442",111,"243",0,0
"9452",121,"243",0,0
"9462",131,"243",0,0
"9472",141,"243",0,0
"9482",151,"243",0,0
"9492",161,"243",0,0
"9502",171,"243",0,0
"9512",181,"243",0,0
"9522",191,"243",0,0
"9532",201,"243",0,0
"9542",211,"243",0,0
"9552",221,"243",0,0
"9562",231,"243",0,0
"9572",241,"243",0,0
"9582",251,"243",0,0
"9592",261,"243",0,0
"9602",271,"243",0,0
"9612",281,"243",0,0
"9622",291,"243",0,0
"9631",300,"243",0,0
"9633",1,"245",0,0
"9643",11,"245",0,0
"9653",21,"245",0,0
"9663",31,"245",0,0
"9673",41,"245",3,0.00166574125485841
"9683",51,"245",0,0
"9693",61,"245",11,0.00624645088018171
"9703",71,"245",3,0.00177725118483412
"9713",81,"245",5,0.00265957446808511
"9723",91,"245",0,0
"9733",101,"245",2,0.00105485232067511
"9743",111,"245",6,0.00350467289719626
"9753",121,"245",34,0.0183585313174946
"9763",131,"245",17,0.00938189845474614
"9773",141,"245",14,0.00791855203619909
"9783",151,"245",5,0.00275938189845475
"9793",161,"245",0,0
"9803",171,"245",3,0.0016750418760469
"9813",181,"245",13,0.00754936120789779
"9823",191,"245",0,0
"9833",201,"245",0,0
"9843",211,"245",0,0
"9853",221,"245",0,0
"9863",231,"245",0,0
"9873",241,"245",0,0
"9883",251,"245",0,0
"9893",261,"245",0,0
"9903",271,"245",0,0
"9913",281,"245",0,0
"9923",291,"245",0,0
"9932",300,"245",0,0
"9934",1,"25",0,0
"9944",11,"25",0,0
"9954",21,"25",0,0
"9964",31,"25",4,0.00218579234972678
"9974",41,"25",2,0.00111049416990561
"9984",51,"25",3,0.00161377084454008
"9994",61,"25",0,0
"10004",71,"25",0,0
"10014",81,"25",2,0.00106382978723404
"10024",91,"25",0,0
"10034",101,"25",0,0
"10044",111,"25",0,0
"10054",121,"25",0,0
"10064",131,"25",0,0
"10074",141,"25",0,0
"10084",151,"25",0,0
"10094",161,"25",0,0
"10104",171,"25",0,0
"10114",181,"25",0,0
"10124",191,"25",0,0
"10134",201,"25",0,0
"10144",211,"25",0,0
"10154",221,"25",0,0
"10164",231,"25",0,0
"10174",241,"25",0,0
"10184",251,"25",0,0
"10194",261,"25",0,0
"10204",271,"25",0,0
"10214",281,"25",0,0
"10224",291,"25",0,0
"10233",300,"25",0,0
"10235",1,"252",0,0
"10245",11,"252",0,0
"10255",21,"252",0,0
"10265",31,"252",0,0
"10275",41,"252",1,0.000555247084952804
"10285",51,"252",0,0
"10295",61,"252",0,0
"10305",71,"252",0,0
"10315",81,"252",0,0
"10325",91,"252",0,0
"10335",101,"252",0,0
"10345",111,"252",0,0
"10355",121,"252",0,0
"10365",131,"252",0,0
"10375",141,"252",0,0
"10385",151,"252",0,0
"10395",161,"252",0,0
"10405",171,"252",0,0
"10415",181,"252",0,0
"10425",191,"252",0,0
"10435",201,"252",0,0
"10445",211,"252",0,0
"10455",221,"252",0,0
"10465",231,"252",0,0
"10475",241,"252",0,0
"10485",251,"252",0,0
"10495",261,"252",0,0
"10505",271,"252",0,0
"10515",281,"252",0,0
"10525",291,"252",0,0
"10534",300,"252",0,0
"10536",1,"2520",0,0
"10546",11,"2520",0,0
"10556",21,"2520",0,0
"10566",31,"2520",0,0
"10576",41,"2520",0,0
"10586",51,"2520",0,0
"10596",61,"2520",0,0
"10606",71,"2520",0,0
"10616",81,"2520",0,0
"10626",91,"2520",0,0
"10636",101,"2520",0,0
"10646",111,"2520",0,0
"10656",121,"2520",0,0
"10666",131,"2520",0,0
"10676",141,"2520",0,0
"10686",151,"2520",0,0
"10696",161,"2520",0,0
"10706",171,"2520",0,0
"10716",181,"2520",0,0
"10726",191,"2520",0,0
"10736",201,"2520",0,0
"10746",211,"2520",0,0
"10756",221,"2520",0,0
"10766",231,"2520",0,0
"10776",241,"2520",0,0
"10786",251,"2520",0,0
"10796",261,"2520",0,0
"10806",271,"2520",0,0
"10816",281,"2520",0,0
"10826",291,"2520",0,0
"10835",300,"2520",0,0
"10837",1,"26",0,0
"10847",11,"26",0,0
"10857",21,"26",0,0
"10867",31,"26",5,0.00273224043715847
"10877",41,"26",3,0.00166574125485841
"10887",51,"26",12,0.0064550833781603
"10897",61,"26",12,0.00681431005110733
"10907",71,"26",23,0.0136255924170616
"10917",81,"26",17,0.00904255319148936
"10927",91,"26",28,0.0157657657657658
"10937",101,"26",23,0.0121308016877637
"10947",111,"26",59,0.0344626168224299
"10957",121,"26",58,0.031317494600432
"10967",131,"26",52,0.0286975717439294
"10977",141,"26",81,0.045814479638009
"10987",151,"26",68,0.0375275938189845
"10997",161,"26",45,0.0253950338600451
"11007",171,"26",60,0.033500837520938
"11017",181,"26",72,0.0418118466898955
"11027",191,"26",50,0.0271886895051659
"11037",201,"26",51,0.0284122562674095
"11047",211,"26",39,0.0213581599123768
"11057",221,"26",32,0.0174958993985785
"11067",231,"26",33,0.0199878861296184
"11077",241,"26",22,0.0117021276595745
"11087",251,"26",38,0.0217765042979943
"11097",261,"26",44,0.0232312565997888
"11107",271,"26",72,0.0375391032325339
"11117",281,"26",59,0.0325427468284611
"11127",291,"26",88,0.0486456605859591
"11136",300,"26",77,0.0409356725146199
"11138",1,"278",0,0
"11148",11,"278",0,0
"11158",21,"278",0,0
"11168",31,"278",0,0
"11178",41,"278",0,0
"11188",51,"278",0,0
"11198",61,"278",0,0
"11208",71,"278",0,0
"11218",81,"278",0,0
"11228",91,"278",0,0
"11238",101,"278",0,0
"11248",111,"278",0,0
"11258",121,"278",0,0
"11268",131,"278",0,0
"11278",141,"278",0,0
"11288",151,"278",0,0
"11298",161,"278",0,0
"11308",171,"278",0,0
"11318",181,"278",0,0
"11328",191,"278",0,0
"11338",201,"278",0,0
"11348",211,"278",0,0
"11358",221,"278",0,0
"11368",231,"278",0,0
"11378",241,"278",0,0
"11388",251,"278",0,0
"11398",261,"278",0,0
"11408",271,"278",0,0
"11418",281,"278",0,0
"11428",291,"278",0,0
"11437",300,"278",0,0
"11439",1,"28",0,0
"11449",11,"28",0,0
"11459",21,"28",0,0
"11469",31,"28",0,0
"11479",41,"28",0,0
"11489",51,"28",0,0
"11499",61,"28",0,0
"11509",71,"28",0,0
"11519",81,"28",0,0
"11529",91,"28",0,0
"11539",101,"28",0,0
"11549",111,"28",0,0
"11559",121,"28",0,0
"11569",131,"28",0,0
"11579",141,"28",0,0
"11589",151,"28",0,0
"11599",161,"28",0,0
"11609",171,"28",0,0
"11619",181,"28",0,0
"11629",191,"28",0,0
"11639",201,"28",0,0
"11649",211,"28",0,0
"11659",221,"28",0,0
"11669",231,"28",0,0
"11679",241,"28",0,0
"11689",251,"28",0,0
"11699",261,"28",0,0
"11709",271,"28",0,0
"11719",281,"28",0,0
"11729",291,"28",0,0
"11738",300,"28",0,0
"11740",1,"288",0,0
"11750",11,"288",0,0
"11760",21,"288",0,0
"11770",31,"288",0,0
"11780",41,"288",0,0
"11790",51,"288",0,0
"11800",61,"288",0,0
"11810",71,"288",0,0
"11820",81,"288",0,0
"11830",91,"288",0,0
"11840",101,"288",0,0
"11850",111,"288",0,0
"11860",121,"288",0,0
"11870",131,"288",0,0
"11880",141,"288",0,0
"11890",151,"288",0,0
"11900",161,"288",0,0
"11910",171,"288",0,0
"11920",181,"288",0,0
"11930",191,"288",0,0
"11940",201,"288",0,0
"11950",211,"288",0,0
"11960",221,"288",0,0
"11970",231,"288",0,0
"11980",241,"288",0,0
"11990",251,"288",0,0
"12000",261,"288",0,0
"12010",271,"288",0,0
"12020",281,"288",0,0
"12030",291,"288",0,0
"12039",300,"288",0,0
"12041",1,"29",0,0
"12051",11,"29",0,0
"12061",21,"29",0,0
"12071",31,"29",0,0
"12081",41,"29",0,0
"12091",51,"29",0,0
"12101",61,"29",7,0.00397501419647927
"12111",71,"29",0,0
"12121",81,"29",0,0
"12131",91,"29",0,0
"12141",101,"29",0,0
"12151",111,"29",0,0
"12161",121,"29",0,0
"12171",131,"29",0,0
"12181",141,"29",0,0
"12191",151,"29",0,0
"12201",161,"29",0,0
"12211",171,"29",0,0
"12221",181,"29",0,0
"12231",191,"29",0,0
"12241",201,"29",0,0
"12251",211,"29",0,0
"12261",221,"29",0,0
"12271",231,"29",0,0
"12281",241,"29",0,0
"12291",251,"29",0,0
"12301",261,"29",0,0
"12311",271,"29",0,0
"12321",281,"29",0,0
"12331",291,"29",0,0
"12340",300,"29",0,0
"12342",1,"295",0,0
"12352",11,"295",0,0
"12362",21,"295",0,0
"12372",31,"295",0,0
"12382",41,"295",0,0
"12392",51,"295",0,0
"12402",61,"295",0,0
"12412",71,"295",0,0
"12422",81,"295",0,0
"12432",91,"295",0,0
"12442",101,"295",0,0
"12452",111,"295",0,0
"12462",121,"295",0,0
"12472",131,"295",0,0
"12482",141,"295",0,0
"12492",151,"295",0,0
"12502",161,"295",0,0
"12512",171,"295",0,0
"12522",181,"295",0,0
"12532",191,"295",0,0
"12542",201,"295",0,0
"12552",211,"295",0,0
"12562",221,"295",0,0
"12572",231,"295",0,0
"12582",241,"295",0,0
"12592",251,"295",0,0
"12602",261,"295",0,0
"12612",271,"295",0,0
"12622",281,"295",0,0
"12632",291,"295",0,0
"12641",300,"295",0,0
"12643",1,"297",0,0
"12653",11,"297",0,0
"12663",21,"297",0,0
"12673",31,"297",0,0
"12683",41,"297",1,0.000555247084952804
"12693",51,"297",0,0
"12703",61,"297",1,0.00056785917092561
"12713",71,"297",0,0
"12723",81,"297",0,0
"12733",91,"297",0,0
"12743",101,"297",0,0
"12753",111,"297",0,0
"12763",121,"297",0,0
"12773",131,"297",0,0
"12783",141,"297",0,0
"12793",151,"297",0,0
"12803",161,"297",0,0
"12813",171,"297",0,0
"12823",181,"297",0,0
"12833",191,"297",0,0
"12843",201,"297",0,0
"12853",211,"297",0,0
"12863",221,"297",0,0
"12873",231,"297",0,0
"12883",241,"297",0,0
"12893",251,"297",0,0
"12903",261,"297",0,0
"12913",271,"297",0,0
"12923",281,"297",0,0
"12933",291,"297",0,0
"12942",300,"297",0,0
"12944",1,"300",0,0
"12954",11,"300",0,0
"12964",21,"300",0,0
"12974",31,"300",1,0.000546448087431694
"12984",41,"300",0,0
"12994",51,"300",8,0.00430338891877353
"13004",61,"300",16,0.00908574673480977
"13014",71,"300",34,0.0201421800947867
"13024",81,"300",25,0.0132978723404255
"13034",91,"300",18,0.0101351351351351
"13044",101,"300",3,0.00158227848101266
"13054",111,"300",6,0.00350467289719626
"13064",121,"300",3,0.00161987041036717
"13074",131,"300",2,0.0011037527593819
"13084",141,"300",0,0
"13094",151,"300",0,0
"13104",161,"300",1,0.000564334085778781
"13114",171,"300",0,0
"13124",181,"300",0,0
"13134",191,"300",0,0
"13144",201,"300",0,0
"13154",211,"300",0,0
"13164",221,"300",0,0
"13174",231,"300",0,0
"13184",241,"300",0,0
"13194",251,"300",0,0
"13204",261,"300",0,0
"13214",271,"300",0,0
"13224",281,"300",0,0
"13234",291,"300",0,0
"13243",300,"300",0,0
"13245",1,"301",0,0
"13255",11,"301",0,0
"13265",21,"301",0,0
"13275",31,"301",0,0
"13285",41,"301",4,0.00222098833981122
"13295",51,"301",0,0
"13305",61,"301",0,0
"13315",71,"301",1,0.000592417061611374
"13325",81,"301",1,0.000531914893617021
"13335",91,"301",0,0
"13345",101,"301",0,0
"13355",111,"301",15,0.00876168224299065
"13365",121,"301",19,0.0102591792656587
"13375",131,"301",28,0.0154525386313466
"13385",141,"301",6,0.00339366515837104
"13395",151,"301",0,0
"13405",161,"301",0,0
"13415",171,"301",0,0
"13425",181,"301",0,0
"13435",191,"301",0,0
"13445",201,"301",0,0
"13455",211,"301",0,0
"13465",221,"301",0,0
"13475",231,"301",0,0
"13485",241,"301",0,0
"13495",251,"301",0,0
"13505",261,"301",0,0
"13515",271,"301",0,0
"13525",281,"301",0,0
"13535",291,"301",0,0
"13544",300,"301",0,0
"13546",1,"306",0,0
"13556",11,"306",0,0
"13566",21,"306",0,0
"13576",31,"306",1,0.000546448087431694
"13586",41,"306",13,0.00721821210438645
"13596",51,"306",7,0.00376546530392684
"13606",61,"306",10,0.0056785917092561
"13616",71,"306",23,0.0136255924170616
"13626",81,"306",7,0.00372340425531915
"13636",91,"306",7,0.00394144144144144
"13646",101,"306",5,0.00263713080168776
"13656",111,"306",0,0
"13666",121,"306",0,0
"13676",131,"306",0,0
"13686",141,"306",0,0
"13696",151,"306",0,0
"13706",161,"306",0,0
"13716",171,"306",0,0
"13726",181,"306",0,0
"13736",191,"306",0,0
"13746",201,"306",0,0
"13756",211,"306",0,0
"13766",221,"306",0,0
"13776",231,"306",0,0
"13786",241,"306",0,0
"13796",251,"306",0,0
"13806",261,"306",0,0
"13816",271,"306",0,0
"13826",281,"306",0,0
"13836",291,"306",0,0
"13845",300,"306",0,0
"13847",1,"31",0,0
"13857",11,"31",0,0
"13867",21,"31",0,0
"13877",31,"31",1,0.000546448087431694
"13887",41,"31",8,0.00444197667962243
"13897",51,"31",11,0.00591715976331361
"13907",61,"31",20,0.0113571834185122
"13917",71,"31",9,0.00533175355450237
"13927",81,"31",2,0.00106382978723404
"13937",91,"31",1,0.000563063063063063
"13947",101,"31",6,0.00316455696202532
"13957",111,"31",0,0
"13967",121,"31",4,0.00215982721382289
"13977",131,"31",1,0.000551876379690949
"13987",141,"31",0,0
"13997",151,"31",0,0
"14007",161,"31",0,0
"14017",171,"31",0,0
"14027",181,"31",0,0
"14037",191,"31",0,0
"14047",201,"31",0,0
"14057",211,"31",0,0
"14067",221,"31",0,0
"14077",231,"31",0,0
"14087",241,"31",0,0
"14097",251,"31",0,0
"14107",261,"31",0,0
"14117",271,"31",0,0
"14127",281,"31",0,0
"14137",291,"31",0,0
"14146",300,"31",0,0
"14148",1,"3101",0,0
"14158",11,"3101",0,0
"14168",21,"3101",0,0
"14178",31,"3101",0,0
"14188",41,"3101",0,0
"14198",51,"3101",0,0
"14208",61,"3101",0,0
"14218",71,"3101",0,0
"14228",81,"3101",0,0
"14238",91,"3101",0,0
"14248",101,"3101",0,0
"14258",111,"3101",0,0
"14268",121,"3101",0,0
"14278",131,"3101",0,0
"14288",141,"3101",0,0
"14298",151,"3101",0,0
"14308",161,"3101",0,0
"14318",171,"3101",0,0
"14328",181,"3101",0,0
"14338",191,"3101",0,0
"14348",201,"3101",0,0
"14358",211,"3101",0,0
"14368",221,"3101",0,0
"14378",231,"3101",0,0
"14388",241,"3101",0,0
"14398",251,"3101",0,0
"14408",261,"3101",0,0
"14418",271,"3101",0,0
"14428",281,"3101",0,0
"14438",291,"3101",0,0
"14447",300,"3101",0,0
"14449",1,"32",0,0
"14459",11,"32",0,0
"14469",21,"32",0,0
"14479",31,"32",0,0
"14489",41,"32",0,0
"14499",51,"32",0,0
"14509",61,"32",0,0
"14519",71,"32",0,0
"14529",81,"32",0,0
"14539",91,"32",0,0
"14549",101,"32",0,0
"14559",111,"32",0,0
"14569",121,"32",0,0
"14579",131,"32",0,0
"14589",141,"32",0,0
"14599",151,"32",0,0
"14609",161,"32",0,0
"14619",171,"32",0,0
"14629",181,"32",0,0
"14639",191,"32",0,0
"14649",201,"32",0,0
"14659",211,"32",0,0
"14669",221,"32",0,0
"14679",231,"32",0,0
"14689",241,"32",0,0
"14699",251,"32",0,0
"14709",261,"32",0,0
"14719",271,"32",0,0
"14729",281,"32",0,0
"14739",291,"32",0,0
"14748",300,"32",0,0
"14750",1,"327",0,0
"14760",11,"327",0,0
"14770",21,"327",0,0
"14780",31,"327",0,0
"14790",41,"327",0,0
"14800",51,"327",0,0
"14810",61,"327",0,0
"14820",71,"327",0,0
"14830",81,"327",0,0
"14840",91,"327",0,0
"14850",101,"327",0,0
"14860",111,"327",0,0
"14870",121,"327",0,0
"14880",131,"327",0,0
"14890",141,"327",0,0
"14900",151,"327",0,0
"14910",161,"327",0,0
"14920",171,"327",0,0
"14930",181,"327",0,0
"14940",191,"327",0,0
"14950",201,"327",0,0
"14960",211,"327",0,0
"14970",221,"327",0,0
"14980",231,"327",0,0
"14990",241,"327",0,0
"15000",251,"327",0,0
"15010",261,"327",0,0
"15020",271,"327",0,0
"15030",281,"327",0,0
"15040",291,"327",0,0
"15049",300,"327",0,0
"15051",1,"33",0,0
"15061",11,"33",0,0
"15071",21,"33",0,0
"15081",31,"33",0,0
"15091",41,"33",0,0
"15101",51,"33",0,0
"15111",61,"33",0,0
"15121",71,"33",0,0
"15131",81,"33",0,0
"15141",91,"33",0,0
"15151",101,"33",0,0
"15161",111,"33",0,0
"15171",121,"33",0,0
"15181",131,"33",0,0
"15191",141,"33",0,0
"15201",151,"33",0,0
"15211",161,"33",0,0
"15221",171,"33",0,0
"15231",181,"33",0,0
"15241",191,"33",0,0
"15251",201,"33",0,0
"15261",211,"33",0,0
"15271",221,"33",0,0
"15281",231,"33",0,0
"15291",241,"33",0,0
"15301",251,"33",0,0
"15311",261,"33",0,0
"15321",271,"33",0,0
"15331",281,"33",0,0
"15341",291,"33",0,0
"15350",300,"33",0,0
"15352",1,"335",0,0
"15362",11,"335",0,0
"15372",21,"335",0,0
"15382",31,"335",1,0.000546448087431694
"15392",41,"335",9,0.00499722376457524
"15402",51,"335",6,0.00322754168908015
"15412",61,"335",4,0.00227143668370244
"15422",71,"335",8,0.004739336492891
"15432",81,"335",20,0.0106382978723404
"15442",91,"335",13,0.00731981981981982
"15452",101,"335",13,0.00685654008438819
"15462",111,"335",6,0.00350467289719626
"15472",121,"335",5,0.00269978401727862
"15482",131,"335",20,0.011037527593819
"15492",141,"335",6,0.00339366515837104
"15502",151,"335",5,0.00275938189845475
"15512",161,"335",2,0.00112866817155756
"15522",171,"335",0,0
"15532",181,"335",0,0
"15542",191,"335",0,0
"15552",201,"335",0,0
"15562",211,"335",0,0
"15572",221,"335",0,0
"15582",231,"335",0,0
"15592",241,"335",0,0
"15602",251,"335",0,0
"15612",261,"335",0,0
"15622",271,"335",0,0
"15632",281,"335",0,0
"15642",291,"335",0,0
"15651",300,"335",0,0
"15653",1,"34",0,0
"15663",11,"34",0,0
"15673",21,"34",0,0
"15683",31,"34",0,0
"15693",41,"34",0,0
"15703",51,"34",0,0
"15713",61,"34",0,0
"15723",71,"34",0,0
"15733",81,"34",0,0
"15743",91,"34",0,0
"15753",101,"34",0,0
"15763",111,"34",0,0
"15773",121,"34",0,0
"15783",131,"34",0,0
"15793",141,"34",0,0
"15803",151,"34",0,0
"15813",161,"34",0,0
"15823",171,"34",0,0
"15833",181,"34",0,0
"15843",191,"34",0,0
"15853",201,"34",0,0
"15863",211,"34",0,0
"15873",221,"34",0,0
"15883",231,"34",0,0
"15893",241,"34",0,0
"15903",251,"34",0,0
"15913",261,"34",0,0
"15923",271,"34",0,0
"15933",281,"34",0,0
"15943",291,"34",0,0
"15952",300,"34",0,0
"15954",1,"342",0,0
"15964",11,"342",0,0
"15974",21,"342",0,0
"15984",31,"342",0,0
"15994",41,"342",4,0.00222098833981122
"16004",51,"342",2,0.00107584722969338
"16014",61,"342",10,0.0056785917092561
"16024",71,"342",6,0.00355450236966825
"16034",81,"342",4,0.00212765957446809
"16044",91,"342",0,0
"16054",101,"342",0,0
"16064",111,"342",0,0
"16074",121,"342",0,0
"16084",131,"342",0,0
"16094",141,"342",0,0
"16104",151,"342",0,0
"16114",161,"342",0,0
"16124",171,"342",0,0
"16134",181,"342",0,0
